Rd=normamt(Rss),Word32 Q6_R_normamt_P(Word64 Rss)
Rd=popcount(Rss),Word32 Q6_R_popcount_P(Word64 Rss)
Rd=ct0(Rs),Word32 Q6_R_ct0_R(Word32 Rs)
Rd=ct0(Rss),Word32 Q6_R_ct0_P(Word64 Rss)
Rd=ct1(Rs),Word32 Q6_R_ct1_R(Word32 Rs)
Rd=ct1(Rss),Word32 Q6_R_ct1_P(Word64 Rss)
"Rd=extract(Rs,#u5,#U5)","Word32 Q6_R_extract_RII(Word32 Rs, Word32 Iu5,"
"",Word32 IU5)
"Rd=extract(Rs,Rtt)","Word32 Q6_R_extract_RP(Word32 Rs, Word64 Rtt)"
"Rd=extractu(Rs,#u5,#U5)","Word32 Q6_R_extractu_RII(Word32 Rs, Word32 Iu5,"
"",Word32 IU5)
"Rd=extractu(Rs,Rtt)","Word32 Q6_R_extractu_RP(Word32 Rs, Word64 Rtt)"
"Rdd=extract(Rss,#u6,#U6)","Word64 Q6_P_extract_PII(Word64 Rss, Word32 Iu6,"
"",Word32 IU6)
"Rdd=extract(Rss,Rtt)","Word64 Q6_P_extract_PP(Word64 Rss, Word64 Rtt)"
"Rdd=extractu(Rss,#u6,#U6)","Word64 Q6_P_extractu_PII(Word64 Rss, Word32 Iu6,"
"",Word32 IU6)
"Rdd=extractu(Rss,Rtt)","Word64 Q6_P_extractu_PP(Word64 Rss, Word64 Rtt)"
"Rx=insert(Rs,#u5,#U5)","Word32 Q6_R_insert_RII(Word32 Rx, Word32 Rs,"
"","Word32 Iu5, Word32 IU5)"
"Rx=insert(Rs,Rtt)","Word32 Q6_R_insert_RP(Word32 Rx, Word32 Rs,"
"",Word64 Rtt)
"Rxx=insert(Rss,#u6,#U6)","Word64 Q6_P_insert_PII(Word64 Rxx, Word64 Rss,"
"","Word32 Iu6, Word32 IU6)"
"Rxx=insert(Rss,Rtt)","Word64 Q6_P_insert_PP(Word64 Rxx, Word64 Rss,"
"",Word64 Rtt)
Rdd=deinterleave(Rss),Word64 Q6_P_deinterleave_P(Word64 Rss)
Rdd=interleave(Rss),Word64 Q6_P_interleave_P(Word64 Rss)
"Rdd=lfs(Rss,Rtt)","Word64 Q6_P_lfs_PP(Word64 Rss, Word64 Rtt)"
"Rd=parity(Rs,Rt)","Word32 Q6_R_parity_RR(Word32 Rs, Word32 Rt)"
"Rd=parity(Rss,Rtt)","Word32 Q6_R_parity_PP(Word64 Rss, Word64 Rtt)"
Rd=brev(Rs),Word32 Q6_R_brev_R(Word32 Rs)
Rdd=brev(Rss),Word64 Q6_P_brev_P(Word64 Rss)
"Rd=clrbit(Rs,#u5)","Word32 Q6_R_clrbit_RI(Word32 Rs, Word32 Iu5)"
"Rd=clrbit(Rs,Rt)","Word32 Q6_R_clrbit_RR(Word32 Rs, Word32 Rt)"
"Rd=setbit(Rs,#u5)","Word32 Q6_R_setbit_RI(Word32 Rs, Word32 Iu5)"
"Rd=setbit(Rs,Rt)","Word32 Q6_R_setbit_RR(Word32 Rs, Word32 Rt)"
"Rd=togglebit(Rs,#u5)","Word32 Q6_R_togglebit_RI(Word32 Rs, Word32 Iu5)"
"Rd=togglebit(Rs,Rt)","Word32 Q6_R_togglebit_RR(Word32 Rs, Word32 Rt)"
"Rdd=bitsplit(Rs,#u5)","Word64 Q6_P_bitsplit_RI(Word32 Rs, Word32 Iu5)"
"Rdd=bitsplit(Rs,Rt)","Word64 Q6_P_bitsplit_RR(Word32 Rs, Word32 Rt)"
"Rx=tableidxb(Rs,#u4,#U5)","Word32 Q6_R_tableidxb_RII(Word32 Rx, Word32 Rs,"
"","Word32 Iu4, Word32 IU5)"
"Rx=tableidxd(Rs,#u4,#U5)","Word32 Q6_R_tableidxd_RII(Word32 Rx, Word32 Rs,"
"","Word32 Iu4, Word32 IU5)"
"Rx=tableidxh(Rs,#u4,#U5)","Word32 Q6_R_tableidxh_RII(Word32 Rx, Word32 Rs,"
"","Word32 Iu4, Word32 IU5)"
"Rx=tableidxw(Rs,#u4,#U5)","Word32 Q6_R_tableidxw_RII(Word32 Rx, Word32 Rs,"
"","Word32 Iu4, Word32 IU5)"
"Rdd=vxaddsubh(Rss,Rtt):rnd:>>1:","Word64 Q6_P_vxaddsubh_PP_rnd_rs1_sat(Word64 Rss,"
sat,Word64 Rtt)
"Rdd=vxaddsubh(Rss,Rtt):sat","Word64 Q6_P_vxaddsubh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vxsubaddh(Rss,Rtt):rnd:>>1:","Word64 Q6_P_vxsubaddh_PP_rnd_rs1_sat(Word64 Rss,"
sat,Word64 Rtt)
"Rdd=vxsubaddh(Rss,Rtt):sat","Word64 Q6_P_vxsubaddh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vxaddsubw(Rss,Rtt):sat","Word64 Q6_P_vxaddsubw_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vxsubaddw(Rss,Rtt):sat","Word64 Q6_P_vxsubaddw_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=cmpy(Rs,Rt):<<1:sat","Word64 Q6_P_cmpy_RR_s1_sat(Word32 Rs, Word32 Rt)"
"Rdd=cmpy(Rs,Rt):sat","Word64 Q6_P_cmpy_RR_sat(Word32 Rs, Word32 Rt)"
"Rdd=cmpy(Rs,Rt*):<<1:sat","Word64 Q6_P_cmpy_RR_conj_s1_sat(Word32 Rs,"
"",Word32 Rt)
"Rdd=cmpy(Rs,Rt*):sat","Word64 Q6_P_cmpy_RR_conj_sat(Word32 Rs, Word32"
"",Rt)
"Rxx+=cmpy(Rs,Rt):<<1:sat","Word64 Q6_P_cmpyacc_RR_s1_sat(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx+=cmpy(Rs,Rt):sat","Word64 Q6_P_cmpyacc_RR_sat(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx+=cmpy(Rs,Rt*):<<1:sat","Word64 Q6_P_cmpyacc_RR_conj_s1_sat(Word64 Rxx,"
"","Word32 Rs, Word32 Rt)"
"Rxx+=cmpy(Rs,Rt*):sat","Word64 Q6_P_cmpyacc_RR_conj_sat(Word64 Rxx,"
"","Word32 Rs, Word32 Rt)"
"Rxx-=cmpy(Rs,Rt):<<1:sat","Word64 Q6_P_cmpynac_RR_s1_sat(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx-=cmpy(Rs,Rt):sat","Word64 Q6_P_cmpynac_RR_sat(Word64 Rxx, Word32"
"","Rs, Word32 Rt)"
"Rxx-=cmpy(Rs,Rt*):<<1:sat","Word64 Q6_P_cmpynac_RR_conj_s1_sat(Word64 Rxx,"
"","Word32 Rs, Word32 Rt)"
"Rxx-=cmpy(Rs,Rt*):sat","Word64 Q6_P_cmpynac_RR_conj_sat(Word64 Rxx,"
"","Word32 Rs, Word32 Rt)"
"Rdd=cmpyi(Rs,Rt)","Word64 Q6_P_cmpyi_RR(Word32 Rs, Word32 Rt)"
"Rdd=cmpyr(Rs,Rt)","Word64 Q6_P_cmpyr_RR(Word32 Rs, Word32 Rt)"
"Rxx+=cmpyi(Rs,Rt)","Word64 Q6_P_cmpyiacc_RR(Word64 Rxx, Word32 Rs, Word32"
"",Rt)
"Rxx+=cmpyr(Rs,Rt)","Word64 Q6_P_cmpyracc_RR(Word64 Rxx, Word32 Rs, Word32"
"",Rt)
"Rd=cmpy(Rs,Rt):<<1:rnd:sat","Word32 Q6_R_cmpy_RR_s1_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=cmpy(Rs,Rt):rnd:sat","Word32 Q6_R_cmpy_RR_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=cmpy(Rs,Rt*):<<1:rnd:sat","Word32 Q6_R_cmpy_RR_conj_s1_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=cmpy(Rs,Rt*):rnd:sat","Word32 Q6_R_cmpy_RR_conj_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=cmpyiwh(Rss,Rt):<<1:rnd:sat","Word32 Q6_R_cmpyiwh_PR_s1_rnd_sat(Word64 Rss,"
"",Word32 Rt)
"Rd=cmpyiwh(Rss,Rt*):<<1:rnd:sat",Word32 Q6_R_cmpyiwh_PR_conj_s1_rnd_sat(Word64
"","Rss, Word32 Rt)"
"Rd=cmpyrwh(Rss,Rt):<<1:rnd:sat","Word32 Q6_R_cmpyrwh_PR_s1_rnd_sat(Word64 Rss,"
"",Word32 Rt)
"Rd=cmpyrwh(Rss,Rt*):<<1:rnd:sat",Word32 Q6_R_cmpyrwh_PR_conj_s1_rnd_sat(Word64
"","Rss, Word32 Rt)"
"Rdd=vcmpyi(Rss,Rtt):<<1:sat","Word64 Q6_P_vcmpyi_PP_s1_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vcmpyi(Rss,Rtt):sat","Word64 Q6_P_vcmpyi_PP_sat(Word64 Rss, Word64 Rtt)"
"Rdd=vcmpyr(Rss,Rtt):<<1:sat","Word64 Q6_P_vcmpyr_PP_s1_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vcmpyr(Rss,Rtt):sat","Word64 Q6_P_vcmpyr_PP_sat(Word64 Rss, Word64 Rtt)"
"Rxx+=vcmpyi(Rss,Rtt):sat","Word64 Q6_P_vcmpyiacc_PP_sat(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vcmpyr(Rss,Rtt):sat","Word64 Q6_P_vcmpyracc_PP_sat(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
Rdd=vconj(Rss):sat,Word64 Q6_P_vconj_P_sat(Word64 Rss)
"Rdd=vcrotate(Rss,Rt)","Word64 Q6_P_vcrotate_PR(Word64 Rss, Word32 Rt)"
"Rdd=vrcmpyi(Rss,Rtt)","Word64 Q6_P_vrcmpyi_PP(Word64 Rss, Word64 Rtt)"
"Rdd=vrcmpyi(Rss,Rtt*)","Word64 Q6_P_vrcmpyi_PP_conj(Word64 Rss, Word64 Rtt)"
"Rdd=vrcmpyr(Rss,Rtt)","Word64 Q6_P_vrcmpyr_PP(Word64 Rss, Word64 Rtt)"
"Rdd=vrcmpyr(Rss,Rtt*)","Word64 Q6_P_vrcmpyr_PP_conj(Word64 Rss, Word64 Rtt)"
"Rxx+=vrcmpyi(Rss,Rtt)","Word64 Q6_P_vrcmpyiacc_PP(Word64 Rxx, Word64 Rss,"
"",Word64 Rtt)
"Rxx+=vrcmpyi(Rss,Rtt*)","Word64 Q6_P_vrcmpyiacc_PP_conj(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vrcmpyr(Rss,Rtt)","Word64 Q6_P_vrcmpyracc_PP(Word64 Rxx, Word64 Rss,"
"",Word64 Rtt)
"Rxx+=vrcmpyr(Rss,Rtt*)","Word64 Q6_P_vrcmpyracc_PP_conj(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rdd=vrcmpys(Rss,Rt):<<1:sat","Word64 Q6_P_vrcmpys_PR_s1_sat(Word64 Rss, Word32"
"",Rt)
"Rxx+=vrcmpys(Rss,Rt):<<1:sat","Word64 Q6_P_vrcmpysacc_PR_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word32 Rt)"
"Rd=vrcmpys(Rss,Rt):<<1:rnd:sat","Word32 Q6_R_vrcmpys_PR_s1_rnd_sat(Word64 Rss,"
"",Word32 Rt)
"Rdd=vrcrotate(Rss,Rt,#u2)","Word64 Q6_P_vrcrotate_PRI(Word64 Rss, Word32 Rt,"
"",Word32 Iu2)
"Rxx+=vrcrotate(Rss,Rt,#u2)","Word64 Q6_P_vrcrotateacc_PRI(Word64 Rxx, Word64"
"","Rss, Word32 Rt, Word32 Iu2)"
"Rd=sfadd(Rs,Rt)","Word32 Q6_R_sfadd_RR(Word32 Rs, Word32 Rt)"
"Pd=dfclass(Rss,#u5)","Byte Q6_p_dfclass_PI(Word64 Rss, Word32 Iu5)"
"Pd=sfclass(Rs,#u5)","Byte Q6_p_sfclass_RI(Word32 Rs, Word32 Iu5)"
"Pd=dfcmp.eq(Rss,Rtt)","Byte Q6_p_dfcmp_eq_PP(Word64 Rss, Word64 Rtt)"
"Pd=dfcmp.ge(Rss,Rtt)","Byte Q6_p_dfcmp_ge_PP(Word64 Rss, Word64 Rtt)"
"Pd=dfcmp.gt(Rss,Rtt)","Byte Q6_p_dfcmp_gt_PP(Word64 Rss, Word64 Rtt)"
"Pd=dfcmp.uo(Rss,Rtt)","Byte Q6_p_dfcmp_uo_PP(Word64 Rss, Word64 Rtt)"
"Pd=sfcmp.eq(Rs,Rt)","Byte Q6_p_sfcmp_eq_RR(Word32 Rs, Word32 Rt)"
"Pd=sfcmp.ge(Rs,Rt)","Byte Q6_p_sfcmp_ge_RR(Word32 Rs, Word32 Rt)"
"Pd=sfcmp.gt(Rs,Rt)","Byte Q6_p_sfcmp_gt_RR(Word32 Rs, Word32 Rt)"
"Pd=sfcmp.uo(Rs,Rt)","Byte Q6_p_sfcmp_uo_RR(Word32 Rs, Word32 Rt)"
Rd=convert_df2sf(Rss),Word32 Q6_R_convert_df2sf_P(Word64 Rss)
Rdd=convert_sf2df(Rs),Word64 Q6_P_convert_sf2df_R(Word32 Rs)
Rd=convert_d2sf(Rss),Word32 Q6_R_convert_d2sf_P(Word64 Rss)
Rd=convert_ud2sf(Rss),Word32 Q6_R_convert_ud2sf_P(Word64 Rss)
Rd=convert_uw2sf(Rs),Word32 Q6_R_convert_uw2sf_R(Word32 Rs)
Rd=convert_w2sf(Rs),Word32 Q6_R_convert_w2sf_R(Word32 Rs)
Rdd=convert_d2df(Rss),Word64 Q6_P_convert_d2df_P(Word64 Rss)
Rdd=convert_ud2df(Rss),Word64 Q6_P_convert_ud2df_P(Word64 Rss)
Rdd=convert_uw2df(Rs),Word64 Q6_P_convert_uw2df_R(Word32 Rs)
Rdd=convert_w2df(Rs),Word64 Q6_P_convert_w2df_R(Word32 Rs)
Rd=convert_df2uw(Rss),Word32 Q6_R_convert_df2uw_P(Word64 Rss)
Rd=convert_df2uw(Rss):chop,Word32 Q6_R_convert_df2uw_P_chop(Word64 Rss)
Rd=convert_df2w(Rss),Word32 Q6_R_convert_df2w_P(Word64 Rss)
Rd=convert_df2w(Rss):chop,Word32 Q6_R_convert_df2w_P_chop(Word64 Rss)
Rd=convert_sf2uw(Rs),Word32 Q6_R_convert_sf2uw_R(Word32 Rs)
Rd=convert_sf2uw(Rs):chop,Word32 Q6_R_convert_sf2uw_R_chop(Word32 Rs)
Rd=convert_sf2w(Rs),Word32 Q6_R_convert_sf2w_R(Word32 Rs)
Rd=convert_sf2w(Rs):chop,Word32 Q6_R_convert_sf2w_R_chop(Word32 Rs)
Rdd=convert_df2d(Rss),Word64 Q6_P_convert_df2d_P(Word64 Rss)
Rdd=convert_df2d(Rss):chop,Word64 Q6_P_convert_df2d_P_chop(Word64 Rss)
Rdd=convert_df2ud(Rss),Word64 Q6_P_convert_df2ud_P(Word64 Rss)
Rdd=convert_df2ud(Rss):chop,Word64 Q6_P_convert_df2ud_P_chop(Word64 Rss)
Rdd=convert_sf2d(Rs),Word64 Q6_P_convert_sf2d_R(Word32 Rs)
Rdd=convert_sf2d(Rs):chop,Word64 Q6_P_convert_sf2d_R_chop(Word32 Rs)
Rdd=convert_sf2ud(Rs),Word64 Q6_P_convert_sf2ud_R(Word32 Rs)
Rdd=convert_sf2ud(Rs):chop,Word64 Q6_P_convert_sf2ud_R_chop(Word32 Rs)
"Rd=sffixupd(Rs,Rt)","Word32 Q6_R_sffixupd_RR(Word32 Rs, Word32 Rt)"
"Rd=sffixupn(Rs,Rt)","Word32 Q6_R_sffixupn_RR(Word32 Rs, Word32 Rt)"
Rd=sffixupr(Rs),Word32 Q6_R_sffixupr_R(Word32 Rs)
"Rx+=sfmpy(Rs,Rt)","Word32 Q6_R_sfmpyacc_RR(Word32 Rx, Word32 Rs, Word32 Rt)"
"Rx-=sfmpy(Rs,Rt)","Word32 Q6_R_sfmpynac_RR(Word32 Rx, Word32 Rs, Word32 Rt)"
"Rx+=sfmpy(Rs,Rt,Pu):scale","Word32 Q6_R_sfmpyacc_RRp_scale(Word32 Rx, Word32"
"","Rs, Word32 Rt, Byte Pu)"
"Rx+=sfmpy(Rs,Rt):lib","Word32 Q6_R_sfmpyacc_RR_lib(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
"Rx-=sfmpy(Rs,Rt):lib","Word32 Q6_R_sfmpynac_RR_lib(Word32 Rx, Word32"
"","Rs, Word32 Rt)"
Rd=sfmake(#u10):neg,Word32 Q6_R_sfmake_I_neg(Word32 Iu10)
Rd=sfmake(#u10):pos,Word32 Q6_R_sfmake_I_pos(Word32 Iu10)
Rdd=dfmake(#u10):neg,Word64 Q6_P_dfmake_I_neg(Word32 Iu10)
Rdd=dfmake(#u10):pos,Word64 Q6_P_dfmake_I_pos(Word32 Iu10)
"Rd=sfmax(Rs,Rt)","Word32 Q6_R_sfmax_RR(Word32 Rs, Word32 Rt)"
"Rd=sfmin(Rs,Rt)","Word32 Q6_R_sfmin_RR(Word32 Rs, Word32 Rt)"
"Rd=sfmpy(Rs,Rt)","Word32 Q6_R_sfmpy_RR(Word32 Rs, Word32 Rt)"
"Rd=sfsub(Rs,Rt)","Word32 Q6_R_sfsub_RR(Word32 Rs, Word32 Rt)"
"Rd=add(#u6,mpyi(Rs,#U6))","Word32 Q6_R_add_mpyi_IRI(Word32 Iu6, Word32 Rs,"
"",Word32 IU6)
"Rd=add(#u6,mpyi(Rs,Rt))","Word32 Q6_R_add_mpyi_IRR(Word32 Iu6, Word32 Rs,"
"",Word32 Rt)
"Rd=add(Ru,mpyi(#u6:2,Rs))","Word32 Q6_R_add_mpyi_RIR(Word32 Ru, Word32"
"","Iu6_2, Word32 Rs)"
"Rd=add(Ru,mpyi(Rs,#u6))","Word32 Q6_R_add_mpyi_RRI(Word32 Ru, Word32 Rs,"
"",Word32 Iu6)
"Rd=mpyi(Rs,#m9)","Word32 Q6_R_mpyi_RI(Word32 Rs, Word32 Im9)"
"Rd=mpyi(Rs,Rt)","Word32 Q6_R_mpyi_RR(Word32 Rs, Word32 Rt)"
"Rd=mpyui(Rs,Rt)","Word32 Q6_R_mpyui_RR(Word32 Rs, Word32 Rt)"
"Rx+=mpyi(Rs,#u8)","Word32 Q6_R_mpyiacc_RI(Word32 Rx, Word32 Rs,"
"",Word32 Iu8)
"Rx+=mpyi(Rs,Rt)","Word32 Q6_R_mpyiacc_RR(Word32 Rx, Word32 Rs,"
"",Word32 Rt)
"Rx-=mpyi(Rs,#u8)","Word32 Q6_R_mpyinac_RI(Word32 Rx, Word32 Rs,"
"",Word32 Iu8)
"Ry=add(Ru,mpyi(Ry,Rs))","Word32 Q6_R_add_mpyi_RRR(Word32 Ru, Word32 Ry,"
"",Word32 Rs)
"Rdd=vmpyweh(Rss,Rtt):<<1:rnd:sa","Word64 Q6_P_vmpyweh_PP_s1_rnd_sat(Word64 Rss,"
t,Word64 Rtt)
"Rdd=vmpyweh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpyweh_PP_s1_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vmpyweh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpyweh_PP_rnd_sat(Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpyweh(Rss,Rtt):sat","Word64 Q6_P_vmpyweh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vmpywoh(Rss,Rtt):<<1:rnd:sa","Word64 Q6_P_vmpywoh_PP_s1_rnd_sat(Word64 Rss,"
t,Word64 Rtt)
"Rdd=vmpywoh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpywoh_PP_s1_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vmpywoh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpywoh_PP_rnd_sat(Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpywoh(Rss,Rtt):sat","Word64 Q6_P_vmpywoh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rxx+=vmpyweh(Rss,Rtt):<<1:rnd:s","Word64 Q6_P_vmpywehacc_PP_s1_rnd_sat(Word64 Rxx,"
at,"Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyweh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpywehacc_PP_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyweh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpywehacc_PP_rnd_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyweh(Rss,Rtt):sat","Word64 Q6_P_vmpywehacc_PP_sat(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rxx+=vmpywoh(Rss,Rtt):<<1:rnd:s","Word64 Q6_P_vmpywohacc_PP_s1_rnd_sat(Word64 Rxx,"
at,"Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywoh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpywohacc_PP_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywoh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpywohacc_PP_rnd_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywoh(Rss,Rtt):sat","Word64 Q6_P_vmpywohacc_PP_sat(Word64 Rxx, Word64"
"","Rss, Word64 Rtt)"
"Rdd=vmpyweuh(Rss,Rtt):<<1:rnd:s","Word64 Q6_P_vmpyweuh_PP_s1_rnd_sat(Word64 Rss,"
at,Word64 Rtt)
"Rdd=vmpyweuh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpyweuh_PP_s1_sat(Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpyweuh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpyweuh_PP_rnd_sat(Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpyweuh(Rss,Rtt):sat","Word64 Q6_P_vmpyweuh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rdd=vmpywouh(Rss,Rtt):<<1:rnd:s","Word64 Q6_P_vmpywouh_PP_s1_rnd_sat(Word64 Rss,"
at,Word64 Rtt)
"Rdd=vmpywouh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpywouh_PP_s1_sat(Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpywouh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpywouh_PP_rnd_sat(Word64 Rss,"
"",Word64 Rtt)
"Rdd=vmpywouh(Rss,Rtt):sat","Word64 Q6_P_vmpywouh_PP_sat(Word64 Rss, Word64"
"",Rtt)
"Rxx+=vmpyweuh(Rss,Rtt):<<1:rnd:",Word64 Q6_P_vmpyweuhacc_PP_s1_rnd_sat(Word64
sat,"Rxx, Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyweuh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpyweuhacc_PP_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyweuh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpyweuhacc_PP_rnd_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpyweuh(Rss,Rtt):sat","Word64 Q6_P_vmpyweuhacc_PP_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywouh(Rss,Rtt):<<1:rnd:",Word64 Q6_P_vmpywouhacc_PP_s1_rnd_sat(Word64
sat,"Rxx, Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywouh(Rss,Rtt):<<1:sat","Word64 Q6_P_vmpywouhacc_PP_s1_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywouh(Rss,Rtt):rnd:sat","Word64 Q6_P_vmpywouhacc_PP_rnd_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rxx+=vmpywouh(Rss,Rtt):sat","Word64 Q6_P_vmpywouhacc_PP_sat(Word64 Rxx,"
"","Word64 Rss, Word64 Rtt)"
"Rd=mpy(Rs.H,Rt.H)","Word32 Q6_R_mpy_RhRh(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.H):<<1","Word32 Q6_R_mpy_RhRh_s1(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.H):<<1:rnd","Word32 Q6_R_mpy_RhRh_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.H,Rt.H):<<1:rnd:sat","Word32 Q6_R_mpy_RhRh_s1_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=mpy(Rs.H,Rt.H):<<1:sat","Word32 Q6_R_mpy_RhRh_s1_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.H,Rt.H):rnd","Word32 Q6_R_mpy_RhRh_rnd(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.H):rnd:sat","Word32 Q6_R_mpy_RhRh_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.H,Rt.H):sat","Word32 Q6_R_mpy_RhRh_sat(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.L)","Word32 Q6_R_mpy_RhRl(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.L):<<1","Word32 Q6_R_mpy_RhRl_s1(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.L):<<1:rnd","Word32 Q6_R_mpy_RhRl_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.H,Rt.L):<<1:rnd:sat","Word32 Q6_R_mpy_RhRl_s1_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=mpy(Rs.H,Rt.L):<<1:sat","Word32 Q6_R_mpy_RhRl_s1_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.H,Rt.L):rnd","Word32 Q6_R_mpy_RhRl_rnd(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.H,Rt.L):rnd:sat","Word32 Q6_R_mpy_RhRl_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.H,Rt.L):sat","Word32 Q6_R_mpy_RhRl_sat(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.H)","Word32 Q6_R_mpy_RlRh(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.H):<<1","Word32 Q6_R_mpy_RlRh_s1(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.H):<<1:rnd","Word32 Q6_R_mpy_RlRh_s1_rnd(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.L,Rt.H):<<1:rnd:sat","Word32 Q6_R_mpy_RlRh_s1_rnd_sat(Word32 Rs,"
"",Word32 Rt)
"Rd=mpy(Rs.L,Rt.H):<<1:sat","Word32 Q6_R_mpy_RlRh_s1_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.L,Rt.H):rnd","Word32 Q6_R_mpy_RlRh_rnd(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.H):rnd:sat","Word32 Q6_R_mpy_RlRh_rnd_sat(Word32 Rs, Word32"
"",Rt)
"Rd=mpy(Rs.L,Rt.H):sat","Word32 Q6_R_mpy_RlRh_sat(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.L)","Word32 Q6_R_mpy_RlRl(Word32 Rs, Word32 Rt)"
"Rd=mpy(Rs.L,Rt.L):<<1","Word32 Q6_R_mpy_RlRl_s1(Word32 Rs, Word32 Rt)"
